,Symbol,Name,Industry,IndustryCode
2442,DLHC,DLH Holdings Corp,헬스케어 업체 및 서비스,561020
2443,FIACU,Focus Impact Acquisition Units,기타 금융업,556010
2444,DAOOU,Crypto 1 Acquisition Units,기타 금융업,556010
2445,BPACU,Bullpen Parlay Acquisition Company Units,기타 금융업,556010
2446,CLVS,Clovis Oncology Inc,생명과학 및 메디컬 리서치,562020
2447,SGAM,Seaport Global Acquisition Corp Class A,기타 금융업,556010
2448,XFINU,Excelfin Acquisition Units,기타 금융업,556010
2449,VMGAU,VMG Consumer Acquisition Units,기타 금융업,556010
2450,MAQC,Maquia Capital Acquisition Corp Class A,기타 금융업,556010
2451,LCUT,Lifetime Brands Inc,가정용품,532040
2452,SWKH,SWK Holdings Corp,은행,551010
2453,WWACU,Worldwide Webb Acquisition Units,기타 금융업,556010
2454,DPCSU,DP Cap Acquisition I Units,기타 금융업,556010
2455,TMTSU,Spartacus Acq Units,기타 금융업,556010
2456,ARBGU,Aequi Acquisition Units,기타 금융업,556010
2457,GNACU,Group Nine Acquisition Units,기타 금융업,556010
2458,TRUE,TrueCar Inc,소프트웨어 및 IT서비스,572010
2459,NOACU,Natural Order Acquisition Units,기타 금융업,556010
2460,PTICU,Proptech Invest II Units,기타 금융업,556010
2461,BLTSU,Bright Lights Acquisition Units,기타 금융업,556010
2462,BHACU,Crixus BH3 Acquisition Company Units,기타 금융업,556010
2463,PDLB,Ponce Financial Group Inc,은행,551010
2464,ITQRU,Itiquira Acquisition Units,기타 금융업,556010
2465,PAQCU,Provident Acquisition Units,기타 금융업,556010
2466,AEACU,Authentic Equity Acquisition Units,기타 금융업,556010
2467,LFLY,Leafly Holdings Inc,소프트웨어 및 IT서비스,572010
2468,IXAQU,IX Acquisition Units,기타 금융업,556010
2469,CHMG,Chemung Financial Corp,은행,551010
2470,OSUR,OraSure Technologies Inc,헬스케어 장비 및 용품,561010
2471,OSTRU,Oyster Enterprises Acquisition Units,기타 금융업,556010
2472,VIIAU,7GC Holdings Units,기타 금융업,556010
2473,BIOTU,Biotech Acquisition Company Units,기타 금융업,556010
2474,YI,111 Inc ADR,소프트웨어 및 IT서비스,572010
2475,VELOU,Velocity Acquisition Units,기타 금융업,556010
2476,SHACU,Scp Healthcare Units,기타 금융업,556010
2477,KAIIU,Kismet Acquisition Two Units,기타 금융업,556010
2478,LMNR,Limoneira Co,식품 및 담배,541020
2479,ZWRKU,Z Work Acquisition Units,기타 금융업,556010
2480,LDHAU,LDH Growth I Units,기타 금융업,556010
2481,SANB,Sanaby Health Acquisition Corp I Class A,기타 금융업,556010
2482,WPRT,Westport Fuel Systems Inc,자동차 및 자동차 부품,531010
2483,VLATU,Valor Latitude Acquisition Units,기타 금융업,556010
2484,SMLR,Semler Scientific Inc,헬스케어 장비 및 용품,561010
2485,BPYPO,Brookfield Ppty Partners 6 375 Cum Red Perp Pfd Unit Class A,부동산 운영 관리,601010
2486,REAL,RealReal Inc,다양한 소매업,534020
2487,ALOR,ALSP Orchid Acquisition I Corp Class A,기타 금융업,556010
2488,MEAC,Mercury Ecommerce Acquisition Corp Class A,기타 금융업,556010
2489,NATH,Nathan's Famous Inc,호텔 및 엔터테인먼트,533010
2490,BWCAU,Blue Whale Acquisition I Units,기타 금융업,556010
2491,VMCAU,Valuence Merger I Units,기타 금융업,556010
2492,RIGL,Rigel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2493,CLNN,Clene Inc.,생명과학 및 메디컬 리서치,562020
2494,RNER,Mount Rainier Acquisition Corp,기타 금융업,556010
2495,SWSS,Springwater Special Situations Corp,기타 금융업,556010
2496,BSVN,Bank7 Corp,은행,551010
2497,CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
2498,ZTEK,Zentek Ltd,생명과학 및 메디컬 리서치,562020
2499,HCIIU,Hudson Executive Investment Ii Units,기타 금융업,556010
2500,ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
2501,IVCPU,Swiftmerge Acquisition Units,기타 금융업,556010
2502,ISTR,Investar Holding Corp,은행,551010
2503,ALYA,Alithya Group Inc Class A,소프트웨어 및 IT서비스,572010
2504,SPNE,SeaSpine Holdings Corp,헬스케어 장비 및 용품,561010
2505,IREN,Iris Energy Ltd,소프트웨어 및 IT서비스,572010
2506,FLL,Full House Resorts Inc,호텔 및 엔터테인먼트,533010
2507,CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
2508,CENQ,Cenaq Energy Corp Class A,기타 금융업,556010
2509,AFAQU,AF Acquisition Units,기타 금융업,556010
2510,SHQAU,Shelter Acquisition I Units,기타 금융업,556010
2511,TPBA,TPB Acquisition Corporation I Class A,기타 금융업,556010
2512,FRSGU,First Reserve Sustainable Growth Units,기타 금융업,556010
2513,CONN,Conn's Inc,전문품 상점,534030
2514,LATNU,Union Acquisition Corp II Unit,기타 금융업,556010
2515,GNFT,Genfit SA ADR,생명과학 및 메디컬 리서치,562020
2516,GNRS,Greenrose Acquisition Corp,기타 금융업,556010
2517,CLAQ,Cleantech Acquisition Corp,기타 금융업,556010
2518,RELL,Richardson Electronics Ltd,전자 장비 및 부품,571040
2519,VTAQ,Ventoux CCM Acquisition Corp,기타 금융업,556010
2520,SZZL,Sizzle Acquisition Corp,기타 금융업,556010
2521,TWCB,Bilander Acquisition Corp Class A,기타 금융업,556010
2522,ISAA,Iron Spark I Inc Class A,기타 금융업,556010
2523,THAC,Thrive Acquisition Corp Class A,기타 금융업,556010
2524,ARCK,Arbor Rapha Capital Bioholdings Corp I Class A,기타 금융업,556010
2525,GBBK,Global Blockchain Acquisition Corp,기타 금융업,556010
2526,ASAX,Astrea Acquisition Corp Class A,기타 금융업,556010
2527,SKYAU,Skydeck Acquisition Units,기타 금융업,556010
2528,CLAQU,CleanTech Acquisition Units,기타 금융업,556010
2529,AFAC,Arena Fortify Acquisition Corp Class A,기타 금융업,556010
2530,FNVT,Finnovate Acquisition Corp Class A,기타 금융업,556010
2531,YJ,Yunji Inc ADR Class A,소프트웨어 및 IT서비스,572010
2532,APXI,APx Acquisition I Corp Class A,기타 금융업,556010
2533,TKNO,Alpha Teknova Inc,헬스케어 장비 및 용품,561010
2534,BRIV,B Riley Principal 250 Merger Corp Class A,기타 금융업,556010
2535,INKA,KludeIn I Acquisition Corp Class A,기타 금융업,556010
2536,HAIAU,Healthcare AI Acquisition Units,기타 금융업,556010
2537,OXUS,Oxus Acquisition Corp Class A,기타 금융업,556010
2538,TSBK,Timberland Bancorp Inc,은행,551010
2539,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
2540,PGRW,Progress Acquisition Corp Class A,기타 금융업,556010
2541,XERS,Xeris Biopharma Holdings Inc,생명과학 및 메디컬 리서치,562020
2542,ITAQ,Industrial Tech Acquisitions II Inc Class A,기타 금융업,556010
2543,OMGA,Omega Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2544,KSI,Kadem Sustainable Impact Corp Class A,기타 금융업,556010
2545,VBIV,VBI Vaccines Inc,생명과학 및 메디컬 리서치,562020
2546,XPAXU,XPAC Acquisition Units,기타 금융업,556010
2547,TGAAU,Target Global Acquisition I Units,기타 금융업,556010
2548,THTX,Theratechnologies Inc,제약,562010
2549,PHIC,Population Health Investment Co Inc Class A,기타 금융업,556010
2550,BPYPN,Brookfield Ppty Partners 5 750 Cum Red Perp Series 3 Class A,부동산 운영 관리,601010
2551,GWACU,Good Works Acquisition Corp,기타 금융업,556010
2552,NWFL,Norwood Financial Corp,은행,551010
2553,FRBK,Republic First Bancorp Inc,은행,551010
2554,LVOXU,LiveVox Holding Units,소프트웨어 및 IT서비스,572010
2555,SPTK,SportsTek Acquisition Corp Class A,기타 금융업,556010
2556,CNGL,Canna-Global Acquisition Corp Class A,기타 금융업,556010
2557,VOXX,VOXX International Corp Class A,"컴퓨터, 전화 및 가전제품",571060
2558,DUNE,Dune Acquisition Corp Class A,기타 금융업,556010
2559,LINC,Lincoln Educational Services Corp,비즈니스교육,631030
2560,TCFC,Community Financial Corp(Maryland),은행,551010
2561,IQMDU,Intelligent Medicine Acquisition Units,기타 금융업,556010
2562,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2563,HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
2564,AVACU,Avalon Acquisition Units,기타 금융업,556010
2565,NECB,Northeast Community Bancorp Inc,은행,551010
2566,LVLU,Lulu's Fashion Lounge Holdings Inc,다양한 소매업,534020
2567,FRWAU,Pwp Forward Acquisition I Units,기타 금융업,556010
2568,MOLN,Molecular Partners AG ADR,생명과학 및 메디컬 리서치,562020
2569,ENERU,Accretion Acquisition Units,기타 금융업,556010
2570,CNGLU,Canna Global Acquisition Units,기타 금융업,556010
2571,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2572,KXIN,Kaixin Auto Holdings,전문품 상점,534030
2573,AGNCM,AGNC Investment 1000 DS Rep 6.875 Fixed to Floating Cumulative Redeemable Pref,주택 및 상업용 리츠,601020
2574,BSET,Bassett Furniture Industries Inc,가정용품,532040
2575,MIST,Milestone Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2576,HYMC,Hycroft Mining Holding Corporation Class A,메탈&마이닝,512010
2577,VBOC,Viscogliosi Brothers Acquisition Corp,기타 금융업,556010
2578,LFTRU,Lefteris Acquisition Units,기타 금융업,556010
2579,SOPH,Sophia Genetics SA,소프트웨어 및 IT서비스,572010
2580,OLMA,Olema Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2581,SWVL,Swvl Holdings Corp Class A,운송업,524060
2582,CDAQU,Compass Digital Acquisition Units,기타 금융업,556010
2583,WVE,WAVE Life Sciences Ltd,생명과학 및 메디컬 리서치,562020
2584,VCXAU,10X Capital Venture Acquisition II Units,기타 금융업,556010
2585,MLAIU,McLaren Technology Acquisition Units,기타 금융업,556010
2586,VBNK,VersaBank,은행,551010
2587,AACI,Armada Acquisition Corp I,기타 금융업,556010
2588,DLCAU,Deep Lake Capital Acquisition Units,기타 금융업,556010
2589,CVLY,Codorus Valley Bancorp Inc,은행,551010
2590,FITBP,Fifth Third Bancorp 40 Depository Shares representing Non Cum Series A Pref,은행,551010
2591,GHACU,Gaming Hospitality Acquisition Units,기타 금융업,556010
2592,MGNX,MacroGenics Inc,생명과학 및 메디컬 리서치,562020
2593,SWAGU,Software Acquisition Group III Units,기타 금융업,556010
2594,VHNAU,Vahanna Tech Edge Acquisition I Units,기타 금융업,556010
2595,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
2596,TMC,TMC the metals company Inc,메탈&마이닝,512010
2597,TBNK,Territorial Bancorp Inc,은행,551010
2598,SAMA,Schultze Special Purpose Acquisition Corp II Class A,기타 금융업,556010
2599,RCAC,Revelstone Capital Acquisition Corp Class A,기타 금융업,556010
2600,ATAKU,Aurora Technology Acquisition Units,기타 금융업,556010
2601,SSBK,Southern States Bancshares Inc,은행,551010
2602,CTRN,Citi Trends Inc,전문품 상점,534030
2603,GACQU,Global Consumer Acquisition Units,기타 금융업,556010
2604,HYW,Hywin Holdings Ltd ADR,투자은행 및 서비스,551020
2605,HSAQ,Health Sciences Acquisitions Corp 2,기타 금융업,556010
2606,HNRG,Hallador Energy Co,석탄,501010
2607,RDBX,Redbox Entertainment Inc Class A,미디어 및 출판,533020
2608,GVCIU,Green Visor Financial Technology Acquisition I Units,기타 금융업,556010
2609,GIWWU,Giginternational1 Units,기타 금융업,556010
2610,GEEXU,Games Esports Experience Acquisition Units,기타 금융업,556010
2611,SSSS,SuRo Capital Corp,다양한 금융서비스,555010
2612,APACU,Stonebridge Acquisition Units,기타 금융업,556010
2613,ASCBU,A SPAC II Acquisition Units,기타 금융업,556010
2614,ABOS,Acumen Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2615,RCHGU,Recharge Acquisition Units,기타 금융업,556010
2616,GTACU,Global Technology Acquisition I Units,기타 금융업,556010
2617,NATR,Natures Sunshine Products Inc,식품 및 담배,541020
2618,VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
2619,ASCB,A SPAC II Acquisition Corp,기타 금융업,556010
2620,SMTI,Sanara Medtech Inc,제약,562010
2621,CRECU,Crescera Capital Acquisition Units,기타 금융업,556010
2622,CRZNU,Corazon Capital V838 Monoceros Units,기타 금융업,556010
2623,ARTEU,Artemis Strategic Investment Units,기타 금융업,556010
2624,PRLHU,Pearl Holdings Acquisition Units,기타 금융업,556010
2625,SKGRU,SK Growth Opportunities Units,은행,551010
2626,ONDS,Ondas Holdings Inc,커뮤니케이션 및 네트워킹,571020
2627,ATLO,Ames National Corp,은행,551010
2628,LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
2629,PMTS,CPI Card Group Inc,은행,551010
2630,SRSAU,Sarissa Capital Acq Units,기타 금융업,556010
2631,EHTH,eHealth Inc,보험,553010
2632,MRCC,Monroe Capital Corp,다양한 금융서비스,555010
2633,JAQC,Jupiter Acquisition Corp,기타 금융업,556010
2634,HOFT,Hooker Furnishings Corp,가정용품,532040
2635,SMIHU,Summit Healthcare Acquisition Units,기타 금융업,556010
2636,EDNCU,Endurance Acquisition Units,기타 금융업,556010
2637,LYRA,Lyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2638,WNEB,Western New England Bancorp Inc,은행,551010
2639,GLHAU,Glass Houses Acquisition Units,기타 금융업,556010
2640,TBSAU,TB SA Acquisition Unit,기타 금융업,556010
2641,HPLTU,Home Plate Acquisition Units,기타 금융업,556010
2642,ORIAU,Orion Biotech Opportunities Units,기타 금융업,556010
2643,PFMT,Performant Financial Corp,전문 및 상업 서비스,522030
2644,MRNS,Marinus Pharmaceuticals Inc,제약,562010
2645,IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
2646,ARAY,Accuray Inc,헬스케어 장비 및 용품,561010
2647,RGCO,RGC Resources Inc,천연가스 유틸리티,591020
2648,BKEP,Blueknight Energy Partners Units,오일 및 가스,501020
2649,ROSE,Rose Hill Acquisition Corp Class A,기타 금융업,556010
2650,FICVU,Frontier Investment Units,기타 금융업,556010
2651,SVRA,Savara Inc,생명과학 및 메디컬 리서치,562020
2652,TNYA,Tenaya Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2653,MHUA,Meihua International Medical Technologies Co Ltd,헬스케어 장비 및 용품,561010
2654,RPID,Rapid Micro Biosystems Inc Class A,제약,562010
2655,BYRN,Byrna Technologies Inc,우주항공 및 국방,521010
2656,BNNR,Banner Acquisition Corp Class A,기타 금융업,556010
2657,BPRN,Bank Of Princeton,은행,551010
2658,HQI,Hirequest Inc,전문 및 상업 서비스,522030
2659,KNDI,Kandi Technologies Group Inc,자동차 및 자동차 부품,531010
2660,CVCY,Central Valley Community Bancorp,은행,551010
2661,NKSH,National Bankshares Inc,은행,551010
2662,ASPS,Altisource Portfolio Solutions SA,부동산 운영 관리,601010
2663,OLIT,Omnilit Acquisition Corp Class A,기타 금융업,556010
2664,LVOX,LiveVox Holdings Inc Class A,소프트웨어 및 IT서비스,572010
2665,ALPA,Alpha Healthcare Acquisition Corp III Class A,기타 금융업,556010
2666,FCNCO,First Citizens BancShares 5 625 Non Cumulative Perpetual Prf Shs Series C,은행,551010
2667,RTLPP,Necessity Retail REIT 7 50 Cumulative Redeemable Perpetual Prf Shs Series A,주택 및 상업용 리츠,601020
2668,ESEA,Euroseas Ltd,화물 및 물류 서비스,524050
2669,CMRX,Chimerix Inc,생명과학 및 메디컬 리서치,562020
2670,BLNG,Belong Acquisition Corp Class A,기타 금융업,556010
2671,IMMP,Immutep Ltd ADR,생명과학 및 메디컬 리서치,562020
2672,ESSA,ESSA Bancorp Inc,은행,551010
2673,ABGI,ABG Acquisition I Corp Class A,기타 금융업,556010
2674,BGXX,Bright Green Corp,제약,562010
2675,BOCNU,Blue Ocean Acquisition Units,기타 금융업,556010
2676,KMPH,KemPharm Inc,생명과학 및 메디컬 리서치,562020
2677,ARYD,ARYA Sciences Acquisition Corp IV Class A,기타 금융업,556010
2678,GNRSU,Greenrose Acquisition Corp Unit,기타 금융업,556010
2679,ACKIT,Ackrell SPAC Partners I Sub Units,기타 금융업,556010
2680,RACB,Research Alliance II Corp Class A,기타 금융업,556010
2681,CSLMU,Consilium Acquisition I Units,기타 금융업,556010
2682,LBRDP,Liberty Broadband Cum Redeemable Prf Shs Series A,미디어 및 출판,533020
2683,OCAX,OCA Acquisition Corp Class A,기타 금융업,556010
2684,OXSQ,Oxford Square Capital Corp,다양한 금융서비스,555010
2685,TRONU,Corner Growth Acquisition 2 Units,기타 금융업,556010
2686,ARYE,ARYA Sciences Acquisition Corp V Class A,기타 금융업,556010
2687,CLSK,CleanSpark Inc,핀테크,573010
2688,FULTP,Fulton Financial 1 40th DS Cum Prf Shs Series A,은행,551010
2689,RACY,Relativity Acquisition Corp Class A,기타 금융업,556010
2690,RCMT,R C M Technologies Inc,건설 및 엔지니어링,522010
2691,VIGL,Vigil Neuroscience Inc,생명과학 및 메디컬 리서치,562020
2692,MAQCU,Maquia Capital Acquisition Units,기타 금융업,556010
2693,PBAXU,Phoenix Biotech Acquisition Units,기타 금융업,556010
2694,IMPL,Impel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2695,CVRX,CVRx Inc,헬스케어 장비 및 용품,561010
2696,ALLT,Allot Ltd,호텔 및 엔터테인먼트,533010
2697,BWMN,Bowman Consulting Group Ltd,건설 및 엔지니어링,522010
2698,PSNL,Personalis Inc,생명과학 및 메디컬 리서치,562020
2699,SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
2700,CCAI,Cascadia Acquisition Corp Class A,기타 금융업,556010
2701,CLOE,Clover Leaf Capital Corp Class A,기타 금융업,556010
2702,TCMD,Tactile Systems Technology Inc,헬스케어 장비 및 용품,561010
2703,GRTS,Gritstone bio Inc,제약,562010
2704,TALS,Talaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2705,OBT,Orange County Bancorp Inc,은행,551010
2706,GRPH,Graphite Bio Inc,생명과학 및 메디컬 리서치,562020
2707,BLSA,Bcls Acquisition Corp Class A,기타 금융업,556010
2708,AMCI,AMCI Acquisition Corp II Class A,기타 금융업,556010
2709,PROF,Profound Medical Corp,헬스케어 장비 및 용품,561010
2710,SCOR,Comscore Inc,미디어 및 출판,533020
2711,MITA,Coliseum Acquisition Corp Class A,기타 금융업,556010
2712,HROW,Harrow Health Inc,제약,562010
2713,ALORU,ALSP Orchid Acquisition I Units,기타 금융업,556010
2714,RAM,Aries I Acquisition Corp Class A,기타 금융업,556010
2715,PEPL,PepperLime Health Acquisition Corp Class A,기타 금융업,556010
2716,CFFSU,CF Acquisition VII Units,기타 금융업,556010
2717,SOLO,Electrameccanica Vehicles Corp,자동차 및 자동차 부품,531010
2718,APMI,Axonprime Infrastructure Acquisition Corp Class A,기타 금융업,556010
2719,JWAC,Jupiter Wellness Acquisition Corp Class A,기타 금융업,556010
2720,IVA,Inventiva SA ADR,생명과학 및 메디컬 리서치,562020
2721,QIPT,Quipt Home Medical Corp,헬스케어 업체 및 서비스,561020
2722,PLBC,Plumas Bancorp,은행,551010
2723,VCKAU,Vickers Vantage I Units,기타 금융업,556010
2724,FATBP,FAT Brands 8 25 Cum Prf Shs Series B,호텔 및 엔터테인먼트,533010
2725,ANNX,Annexon Inc,제약,562010
2726,VTAQU,Ventoux CCM Acquisition Units,기타 금융업,556010
2727,MEACU,Mercury Ecommerce Acquisition Units,기타 금융업,556010
2728,PRDS,Pardes Biosciences Inc,생명과학 및 메디컬 리서치,562020
2729,IKNA,Ikena Oncology Inc,생명과학 및 메디컬 리서치,562020
2730,ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
2731,SGII,Seaport Global Acquisition II Corp Class A,기타 금융업,556010
2732,AMHC,Amplitude Healthcare Acquisition Corp Class A,기타 금융업,556010
2733,PRCH,Porch Group Inc Class A,소프트웨어 및 IT서비스,572010
2734,VOR,Vor Biopharma Inc,생명과학 및 메디컬 리서치,562020
2735,CCLP,CSI Compressco Units,오일 및 가스 장비 및 서비스,501030
2736,AUBAP,Atlantic Un Bankshares 400 Dep Shs Repstg 1 Perp Prf  Shs Series A,은행,551010
2737,TTSH,Tile Shop Holdings Inc,전문품 상점,534030
2738,JFU,9F Inc ADR Class A,투자은행 및 서비스,551020
2739,FENC,Fennec Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2740,MMLP,Martin Midstream Partners Units,오일 및 가스 장비 및 서비스,501030
2741,SBTX,Silverback Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2742,MFIN,Medallion Financial Corp,은행,551010
2743,VCKA,Vickers Vantage Corp I,기타 금융업,556010
2744,MHLD,Maiden Holdings Ltd,보험,553010
2745,SWSSU,Springwater Special Situations Units,기타 금융업,556010
2746,ENVIU,Environmental Impact Acquisition Units,기타 금융업,556010
2747,TDAC,Trident Acquisitions Corp,기타 금융업,556010
2748,CALB,California BanCorp,은행,551010
2749,OXUSU,Oxus Acquisition Units,기타 금융업,556010
2750,RNERU,Mount Rainier Acquisition Units,기타 금융업,556010
2751,FLAC,Frazier Lifesciences Acquisition Corp Class A,기타 금융업,556010
2752,HBANM,Huntington Bancshares Dep Shs Rep 1 1000 Prf Shs Series I,은행,551010
2753,TPBAU,TPB Acquisition I Units,기타 금융업,556010
2754,OMEG,Omega Alpha SPAC Class A,기타 금융업,556010
2755,BLZE,Backblaze Inc Class A,소프트웨어 및 IT서비스,572010
2756,AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
2757,THACU,Thrive Acquisition Units,기타 금융업,556010
2758,CAMP,CalAmp Corp,통신 서비스,574010
2759,INKAU,KludeIn I Acquisition Units,기타 금융업,556010
2760,LCNB,LCNB Corp,은행,551010
2761,LJAQ,Lightjump Acquisition Corp,기타 금융업,556010
2762,RAIN,Rain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2763,GOCO,Gohealth Inc Class A,보험,553010
2764,ARCKU,Arbor Rapha Capital Bioholdings I Units,기타 금융업,556010
2765,INMB,INmune Bio Inc,생명과학 및 메디컬 리서치,562020
2766,CENQU,CENAQ Energy Units,기타 금융업,556010
2767,HWBK,Hawthorn Bancshares Inc,은행,551010
2768,INOD,Innodata Inc,소프트웨어 및 IT서비스,572010
2769,BYNOU,Bynordic Acq Units,기타 금융업,556010
2770,PGRWU,Progress Acquisition Units,기타 금융업,556010
2771,SANBU,Sanaby Health Acquisition I Units,기타 금융업,556010
2772,WULF,Terawulf Inc,핀테크,573010
2773,AFACU,Arena Fortify Acquisition Units,기타 금융업,556010
2774,CMLS,Cumulus Media Inc Class A,미디어 및 출판,533020
2775,MRBK,Meridian Corp,은행,551010
2776,MURF,Murphy Canyon Acquisition Corp Class A,기타 금융업,556010
2777,APXIU,APx Acquisition I Units,기타 금융업,556010
2778,ITAQU,Industrial Tech Acquisitions II Units,기타 금융업,556010
2779,FNVTU,Finnovate Acquisition Units,기타 금융업,556010
2780,RDCM,Radcom Ltd,"컴퓨터, 전화 및 가전제품",571060
2781,VABK,Virginia National Bankshares Corp,은행,551010
2782,IXHL,Incannex Healthcare Ltd ADR,제약,562010
2783,NHICU,Newhold Investment II Units,기타 금융업,556010
2784,KSICU,Kadem Sustainable Impact Units,기타 금융업,556010
2785,MNSB,MainStreet Bancshares Inc,은행,551010
2786,TUSK,Mammoth Energy Services Inc,오일 및 가스 장비 및 서비스,501030
2787,LATN,Union Acquisition Corp II,기타 금융업,556010
2788,ESCA,Escalade Inc,레저 상품,532050
2789,SANG,Sangoma Technologies Corp,커뮤니케이션 및 네트워킹,571020
2790,PHICU,Population Health Investment Units,기타 금융업,556010
2791,OPBK,OP Bancorp,은행,551010
2792,PEPLU,PepperLime Health Acquisition Units,기타 금융업,556010
2793,CHWA,CHW Acquisition Corp,기타 금융업,556010
2794,OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
2795,URGN,Urogen Pharma Ltd,생명과학 및 메디컬 리서치,562020
2796,SPTKU,SportsTek Acquisition Units,기타 금융업,556010
2797,FSFG,First Savings Financial Group Inc,은행,551010
2798,PPTA,Perpetua Resources Corp,메탈&마이닝,512010
2799,BRIVU,B Riley Principal 250 Merger Units,기타 금융업,556010
2800,BPYPP,Brookfield Property Partners 6 50 Cumulative Redeemable Perpetual Preferred,부동산 운영 관리,601010
2801,RGF,Real Good Food Company Inc Class A,식품 및 담배,541020
2802,DUNEU,Dune Acquisition Units,기타 금융업,556010
2803,DAKT,Daktronics Inc,전자 장비 및 부품,571040
2804,PTRS,Partners Bancorp,은행,551010
2805,ASRT,Assertio Holdings Inc,제약,562010
2806,FSTR,L B Foster Co,"건설장비 및 대형차, 기차, 배",521020
2807,WMPN,William Penn Bancorp,은행,551010
2808,SMED,Sharps Compliance Corp,전문 및 상업 서비스,522030
2809,LAZY,Lazydays Holdings Inc,레저 상품,532050
2810,FNWB,First Northwest Bancorp,은행,551010
2811,QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
2812,ATER,Aterian Inc,가정용품,532040
2813,TSHA,Taysha Gene Therapies Inc,생명과학 및 메디컬 리서치,562020
2814,SVBI,Severn Bancorp Inc,은행,551010
2815,SIGIP,Selective Ins Group DS Repstg 1 1000 Interest 4.60% Non Cum Pref Shs Series B,보험,553010
2816,RMBI,Richmond Mutual Bancorporation Inc,은행,551010
2817,DMAQ,Deep Medicine Acquisition Corp Class A,기타 금융업,556010
2818,CFFI,C&F Financial Corp,은행,551010
2819,NMMC,North Mountain Merger Corp Class A,기타 금융업,556010
2820,TWCBU,Bilander Acquisition Units,기타 금융업,556010
2821,SZZLU,Sizzle Acquisition Units,기타 금융업,556010
2822,NBSTU,Newbury Street Acquisition Units,기타 금융업,556010
2823,NBST,Newbury Street Acquisition Corp,기타 금융업,556010
2824,WSBCP,Wesbanco DS Representing 1/40Th Perp Pfd Series A,은행,551010
2825,WIMI,WiMi Hologram Cloud Inc ADR,소프트웨어 및 IT서비스,572010
2826,RCACU,Revelstone Capital Acquisition Units,기타 금융업,556010
2827,SCMA,Seaport Calibre Materials Acquisition Corp Class A,기타 금융업,556010
2828,LATG,LatAmGrowth SPAC Class A,기타 금융업,556010
2829,CMCT,Creative Media & Community Trust Corporation,주택 및 상업용 리츠,601020
2830,PRPH,Prophase Labs Inc,식품 및 담배,541020
2831,LYTS,LSI Industries Inc,주택건설,532030
2832,EBAC,European Biotech Acquisition Corp Class A,기타 금융업,556010
2833,MEOA,Minority Equality Opportunities Acquisition Inc Class A,기타 금융업,556010
2834,MNTS,Momentus Inc Class A,우주항공 및 국방,521010
2835,EOSE,Eos Energy Enterprises Inc Class A,"건설장비 및 대형차, 기차, 배",521020
2836,CNTQ,Chardan Nextech Acquisition 2 Corp Class A,기타 금융업,556010
2837,FORA,Forian Inc,소프트웨어 및 IT서비스,572010
2838,THCAU,Tuscan Holdings II Units,기타 금융업,556010
2839,FNWD,Finward Bancorp,은행,551010
2840,PRTG,Portage Biotech Inc,생명과학 및 메디컬 리서치,562020
2841,LION,Lionheart III Corp Class A,기타 금융업,556010
2842,NYMTM,NEW YORK MTG Cumulative Redeemable Pref Shs,주택 및 상업용 리츠,601020
2843,HURC,Hurco Companies Inc,"건설장비 및 대형차, 기차, 배",521020
2844,VACC,Vaccitech PLC ADR,생명과학 및 메디컬 리서치,562020
2845,LTCH,Latch Inc,전문 및 상업 서비스,522030
2846,PNRG,Primeenergy Resources Corp,오일 및 가스,501020
2847,POET,POET Technologies Inc,반도체 및 반도체 장비,571010
2848,CCTS,Cactus Acquisition Corp 1 Ltd Class A,기타 금융업,556010
2849,FRBN,Forbion European Acquisition Corp Class A,기타 금융업,556010
